,Δ len_01_norm_unicode,Δ len_02_dehyphen,Δ len_03_strip_summary,Δ len_04_smart_join,Δ len_05_cut_from_od,Δ len_06_norm_orden_dia,Δ len_07_strip_roster_stage,Δ len_08_strip_procedural,Δ len_09_postfix,Δ len_10_after_legal_cut,Δ len_11_final,Δ n_legal_blocks,Δ ratio_after_legal,Δ ratio_after_procedural,Δ ratio_after_summary
run_label,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev,curr - prev
file_name,,,,,,,,,,,,,,,
48_2018-02-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-02-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-03-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-03-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-03-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-03-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-03-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-03-14_crr_5874.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-04-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-04-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-04-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-04-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-04-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-04-18_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-04-18_crr_5891.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-05-02_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-05-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-05-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-05-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-05-16_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-06-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-06-05_crr_5907.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-06-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-06-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-06-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-06-26_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-07-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-07-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-07-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-07-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-07-11_crr_5923.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-07-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-07-31_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-08-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-08-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-08-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-08-16_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-08-16_crr_5939.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-09-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-09-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-09-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-09-11_crr_5951.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-09-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-09-18_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-09-18_crr_5952.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-09-19_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-10-02_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-10-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-10-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-10-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-10-10_crr_5969.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-10-16_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-10-16_crr_5964.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-10-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-10-18_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-10-24_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-10-25_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-11-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-11-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-11-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-11-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-11-22_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-12-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-12-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-12-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-12-11_crr_6000.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-12-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-12-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-12-20_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2018-12-27_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-03-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-03-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-03-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-03-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-03-29_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-04-02_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-04-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-04-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-04-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-05-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-05-07_crr_6032.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-05-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-05-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-05-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-05-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-05-22_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-06-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-06-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-06-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-06-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-07-02_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-07-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-07-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-07-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-07-10_crr_6061.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-07-16_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-07-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-08-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-08-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-08-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-08-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-09-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-09-03_crr_6082.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-09-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-09-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-09-09_crr_6090.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-09-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-09-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-09-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-11-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-12-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-12-17_crr_6105.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2019-12-18_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2020-01-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
48_2020-02-13_crr.txt,0,0,-588,-556,-556,-556,4256,4391,5147,5147,5147,0,0.0,0.005623359853376031,0.011647425576376436
49_2021-10-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-10-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-10-19_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-10-26_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-11-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-11-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-11-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-11-16_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-11-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-12-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-12-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-12-07_crr_6354.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-12-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-12-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-12-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-12-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-12-20_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2021-12-21_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-02-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-03-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-03-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-03-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-03-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-03-22_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-04-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-04-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-05-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-05-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-05-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-05-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-05-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-05-18_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-05-19_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-06-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-06-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-06-07_crr_6395.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-06-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-06-08_crr_6400.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-06-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-06-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-07-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-07-05_crr_6406.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-07-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-07-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-07-26_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-08-02_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-08-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-08-16_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-08-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-08-17_crr_6427.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-08-18_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-09-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-09-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-09-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-09-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-10-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-10-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-10-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-10-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-10-18_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-10-18_crr_6445.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-10-19_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-11-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-11-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-11-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-11-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-11-16_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-12-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-12-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-12-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-12-13_crr_6467.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-12-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-12-14_crr_6469.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-12-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2022-12-28_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-02-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-02-01_crr_6478.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-02-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-03-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-03-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-03-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-03-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-03-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-03-29_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-04-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-04-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-04-18_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-04-19_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-04-24_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-04-25_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-05-02_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-05-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-05-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-05-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-05-16_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-05-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-06-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-06-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-06-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-06-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-06-21_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-06-28_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-07-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-07-04_crr_6541.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-07-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-07-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-07-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-07-19_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-07-19_crr_6550.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-08-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-08-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-08-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-08-16_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-08-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-08-31_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-09-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-09-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-09-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-09-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-10-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-10-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-10-11_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-10-11_crr_6674.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-10-17_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-10-17_crr_6683.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-10-18_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-10-23_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-10-26_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-11-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-11-07_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-11-08_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-11-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-11-15_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-11-28_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-12-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-12-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-12-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-12-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-12-14_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-12-14_crr_6719.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2023-12-20_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-03-01_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-03-05_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-03-06_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-03-12_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-03-13_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-04-02_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-04-03_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-04-04_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-04-09_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
49_2024-04-10_crr.txt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
