,len_01_norm_unicode,len_01_norm_unicode,len_02_dehyphen,len_02_dehyphen,len_03_strip_summary,len_03_strip_summary,len_04_smart_join,len_04_smart_join,len_05_cut_from_od,len_05_cut_from_od,len_06_norm_orden_dia,len_06_norm_orden_dia,len_07_strip_roster_stage,len_07_strip_roster_stage,len_08_strip_procedural,len_08_strip_procedural,len_09_postfix,len_09_postfix,len_10_after_legal_cut,len_10_after_legal_cut,len_11_final,len_11_final,n_legal_blocks,n_legal_blocks,ratio_after_legal,ratio_after_legal,ratio_after_procedural,ratio_after_procedural,ratio_after_summary,ratio_after_summary
run_label,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev
file_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48_2017-04-04_crr.txt,195182,195182,195182,195182,190861,190861,190790,190790,190790,190790,190742,190742,21873,21873,21853,21853,20916,20916,10394,10394,10394,10394,4,4,0.4969401415184548,0.4969401415184548,0.999085630686234,0.999085630686234,0.977861688065498,0.977861688065498
48_2017-04-05_crr.txt,144930,144930,144930,144930,144930,144930,144875,144875,144875,144875,144875,144875,5736,5736,5716,5716,5641,5641,5641,5641,5642,5642,0,0,1.0,1.0,0.9965132496513248,0.9965132496513248,1.0,1.0
48_2017-04-18_crr.txt,25124,25124,25124,25124,24815,24815,24805,24805,24805,24805,24805,24805,108,108,108,108,108,108,108,108,109,109,0,0,1.0,1.0,1.0,1.0,0.987701003024996,0.987701003024996
48_2017-04-18_crr_5744.txt,160080,160080,160080,160080,157556,157556,157486,157486,157486,157486,157486,157486,150993,150993,150289,150289,146348,146348,135028,135028,135028,135028,4,4,0.9226501216279006,0.9226501216279006,0.9953375322034796,0.9953375322034796,0.9842328835582208,0.9842328835582208
48_2017-04-18_crr_5747.txt,40003,40003,40003,40003,40003,40003,39974,39974,39974,39974,39974,39974,2403,2403,2403,2403,2403,2403,2403,2403,2404,2404,0,0,1.0,1.0,1.0,1.0,1.0,1.0
48_2017-05-02_crr.txt,139945,139945,139945,139945,136947,136947,136916,136916,136916,136916,136916,136916,40999,40999,40979,40979,40838,40838,16716,16716,16716,16716,7,7,0.4093246486115872,0.4093246486115872,0.999512183223981,0.999512183223981,0.9785772982243024,0.9785772982243024
48_2017-05-03_crr.txt,105773,105773,105773,105773,105773,105773,105697,105697,105697,105697,105697,105697,5363,5363,5343,5343,5156,5156,5156,5156,5157,5157,0,0,1.0,1.0,0.9962707439865748,0.9962707439865748,1.0,1.0
48_2017-05-09_crr.txt,163669,163669,163669,163669,163505,163505,163428,163428,163428,163428,163428,163428,22172,22172,22152,22152,21288,21288,21288,21288,21289,21289,0,0,1.0,1.0,0.9990979613927476,0.9990979613927476,0.9989979776255736,0.9989979776255736
48_2017-05-10_crr.txt,511448,511448,511448,511448,511448,511448,511268,511268,511268,511268,510997,510997,501277,501277,500638,500638,486047,486047,472370,472370,472370,472370,3,3,0.9718607459772408,0.9718607459772408,0.99872525569695,0.99872525569695,1.0,1.0
48_2017-05-16_crr.txt,331535,331535,331535,331535,325195,325195,325066,325066,325066,325066,325066,325066,40930,40930,40910,40910,40740,40740,17636,17636,17636,17636,4,4,0.4328915071183112,0.4328915071183112,0.9995113608600048,0.9995113608600048,0.9808768305005504,0.9808768305005504
48_2017-05-16_crr_5772.txt,42405,42405,42405,42405,41412,41412,41371,41371,41371,41371,41157,41157,1468,1468,1468,1468,1468,1468,1468,1468,1469,1469,0,0,1.0,1.0,1.0,1.0,0.976582950123806,0.976582950123806
48_2017-06-06_crr.txt,237127,237127,237127,237127,235622,235622,235571,235571,185751,185751,185751,185751,65597,65597,65577,65577,65438,65438,53626,53626,53626,53626,2,2,0.8194932607964791,0.8194932607964791,0.9996951080079882,0.9996951080079882,0.993653190062709,0.993653190062709
48_2017-06-07_crr.txt,132237,132237,132237,132237,128090,128090,128053,128053,128053,128053,128053,128053,121721,121721,120900,120900,117768,117768,105698,105698,105698,105698,3,3,0.8975103593505876,0.8975103593505876,0.9932550669153228,0.9932550669153228,0.9686396394352564,0.9686396394352564
48_2017-06-13_crr.txt,76060,76060,76060,76060,76060,76060,76041,76041,76041,76041,75903,75903,4684,4684,4664,4664,4593,4593,4593,4593,4594,4594,0,0,1.0,1.0,0.995730145175064,0.995730145175064,1.0,1.0
48_2017-06-13_crr_5771.txt,29474,29474,29474,29474,28716,28716,28681,28681,28681,28681,28681,28681,22,22,22,22,22,22,22,22,23,23,0,0,1.0,1.0,1.0,1.0,0.97428241840266,0.97428241840266
48_2017-06-13_crr_5774.txt,181517,181517,181517,181517,179055,179055,178999,178999,178999,178999,178999,178999,20455,20455,20435,20435,20363,20363,7505,7505,7505,7505,3,3,0.3685606246623778,0.3685606246623778,0.9990222439501344,0.9990222439501344,0.9864365321154492,0.9864365321154492
48_2017-06-22_crr.txt,59142,59142,59142,59142,57361,57361,57348,57348,57348,57348,55951,55951,44561,44561,44541,44541,44436,44436,15758,15758,15758,15758,10,10,0.3546223782518679,0.3546223782518679,0.9995511770382172,0.9995511770382172,0.9698860369957052,0.9698860369957052
48_2017-06-28_crr.txt,95107,95107,95107,95107,92402,92402,92332,92332,92332,92332,92011,92011,9135,9135,9115,9115,9116,9116,9116,9116,9117,9117,0,0,1.0,1.0,0.9978106185002736,0.9978106185002736,0.9715583500688698,0.9715583500688698
48_2017-07-04_crr.txt,235940,235940,235940,235940,229816,229816,229724,229724,48861,48861,48861,48861,48247,48247,47740,47740,46278,46278,33664,33664,33664,33664,2,2,0.72742988028869,0.72742988028869,0.9894915746056748,0.9894915746056748,0.9740442485377638,0.9740442485377638
48_2017-07-05_crr.txt,88649,88649,88649,88649,85023,85023,85009,85009,85009,85009,85009,85009,9604,9604,9584,9584,9412,9412,3813,3813,3813,3813,2,2,0.4051211219719507,0.4051211219719507,0.9979175343606832,0.9979175343606832,0.9590971133346118,0.9590971133346118
48_2017-07-12_crr.txt,209514,209514,209514,209514,205827,205827,205770,205770,205770,205770,205770,205770,11812,11812,11802,11802,11759,11759,11759,11759,11760,11760,0,0,1.0,1.0,0.999153403318659,0.999153403318659,0.9824021306452074,0.9824021306452074
48_2017-07-24_crr.txt,56916,56916,56916,56916,56916,56916,56868,56868,56868,56868,56575,56575,51383,51383,51354,51354,51051,51051,50990,50990,50990,50990,1,1,0.9988051164521752,0.9988051164521752,0.999435610999747,0.999435610999747,1.0,1.0
48_2017-08-01_crr.txt,63814,63814,63814,63814,62179,62179,62121,62121,62121,62121,60233,60233,57227,57227,57012,57012,55196,55196,55196,55196,55196,55196,0,0,1.0,1.0,0.996243032135181,0.996243032135181,0.9743786629893126,0.9743786629893126
48_2017-08-02_crr.txt,451013,451013,451013,451013,451013,451013,450866,450866,450866,450866,446978,446978,439527,439527,438999,438999,428141,428141,428141,428141,428141,428141,0,0,1.0,1.0,0.9987987086117576,0.9987987086117576,1.0,1.0
48_2017-08-03_crr.txt,435503,435503,435503,435503,435503,435503,435302,435302,357016,357016,357016,357016,354067,354067,352210,352210,344281,344281,344281,344281,344279,344279,0,0,1.0,1.0,0.9947552299423555,0.9947552299423555,1.0,1.0
48_2017-08-04_crr.txt,1028154,1028154,1028154,1028154,997698,997698,997303,997303,725222,725222,725222,725222,717280,717280,712066,712066,698180,698180,698180,698180,698180,698180,0,0,1.0,1.0,0.9927308721838056,0.9927308721838056,0.9703779783962324,0.9703779783962324
48_2017-08-08_crr.txt,299936,299936,299936,299936,299936,299936,299851,299851,225674,225674,225674,225674,224465,224465,223856,223856,218694,218694,156975,156975,156975,156975,3,3,0.7177837526406761,0.7177837526406761,0.997286882141982,0.997286882141982,1.0,1.0
48_2017-08-09_crr.txt,217483,217483,217483,217483,215366,215366,215285,215285,215285,215285,215010,215010,209454,209454,208886,208886,203160,203160,202421,202421,202421,202421,1,1,0.9963624729277416,0.9963624729277416,0.9972881873824324,0.9972881873824324,0.9902659058409164,0.9902659058409164
48_2017-08-15_crr.txt,210533,210533,210533,210533,208448,208448,208373,208373,134375,134375,134375,134375,132963,132963,132230,132230,129042,129042,127682,127682,127682,127682,1,1,0.9894607957099238,0.9894607957099238,0.9944871881651286,0.9944871881651286,0.9900965644340792,0.9900965644340792
48_2017-08-16_crr.txt,179454,179454,179454,179454,177502,177502,177424,177424,177424,177424,176522,176522,36611,36611,36591,36591,35993,35993,5197,5197,5197,5197,2,2,0.1443891867863195,0.1443891867863195,0.9994537160962552,0.9994537160962552,0.9891225606562128,0.9891225606562128
48_2017-09-05_crr.txt,178020,178020,178020,178020,174344,174344,174303,174303,8501,8501,8501,8501,8368,8368,8215,8215,7944,7944,7944,7944,7943,7943,0,0,1.0,1.0,0.9817160611854684,0.9817160611854684,0.9793506347601392,0.9793506347601392
48_2017-09-06_crr.txt,187059,187059,187059,187059,184899,184899,184813,184813,184813,184813,183057,183057,56438,56438,56408,56408,56146,56146,31139,31139,31139,31139,3,3,0.5546076301072205,0.5546076301072205,0.9994684432474574,0.9994684432474574,0.9884528410822254,0.9884528410822254
48_2017-09-06_crr_5811.txt,49344,49344,49344,49344,49344,49344,49329,49329,49329,49329,48487,48487,13,13,13,13,13,13,13,13,14,14,0,0,1.0,1.0,1.0,1.0,1.0,1.0
48_2017-09-12_crr.txt,313269,313269,313269,313269,311596,311596,311497,311497,311497,311497,311449,311449,52763,52763,52743,52743,52671,52671,15933,15933,15933,15933,4,4,0.3025004271800421,0.3025004271800421,0.999620946496598,0.999620946496598,0.9946595417995396,0.9946595417995396
48_2017-09-13_crr.txt,152298,152298,152298,152298,149855,149855,149816,149816,145545,145545,145545,145545,5893,5893,5873,5873,5784,5784,2929,2929,2929,2929,2,2,0.5063969571230982,0.5063969571230982,0.9966061428813848,0.9966061428813848,0.9839590802242972,0.9839590802242972
48_2017-10-03_crr.txt,355817,355817,355817,355817,350007,350007,349891,349891,311218,311218,311218,311218,45571,45571,45551,45551,44635,44635,6874,6874,6874,6874,3,3,0.1540047048280497,0.1540047048280497,0.999561124399289,0.999561124399289,0.98367138163719,0.98367138163719
48_2017-10-04_crr.txt,211231,211231,211231,211231,162436,162436,162398,162398,162398,162398,162334,162334,155913,155913,155425,155425,151657,151657,102103,102103,102103,102103,9,9,0.6732495038145289,0.6732495038145289,0.9968700493223784,0.9968700493223784,0.7689969748758468,0.7689969748758468
48_2017-10-10_crr.txt,113609,113609,113609,113609,73723,73723,73718,73718,68054,68054,68054,68054,66641,66641,66065,66065,63081,63081,45469,45469,45469,45469,5,5,0.7208034114868185,0.7208034114868185,0.9913566723188428,0.9913566723188428,0.6489186596132349,0.6489186596132349
48_2017-10-10_crr_5817.txt,77081,77081,77081,77081,76176,76176,76135,76135,76135,76135,74579,74579,13,13,13,13,13,13,13,13,14,14,0,0,1.0,1.0,1.0,1.0,0.988259104059366,0.988259104059366
48_2017-10-11_crr.txt,234637,234637,234637,234637,232689,232689,232610,232610,232610,232610,232541,232541,226123,226123,225958,225958,219459,219459,96267,96267,96267,96267,9,9,0.4386559676294889,0.4386559676294889,0.9992703086373346,0.9992703086373346,0.9916978140702448,0.9916978140702448
48_2017-10-11_crr_5818.txt,36938,36938,36938,36938,35197,35197,35187,35187,35187,35187,35115,35115,289,289,289,289,289,289,289,289,290,290,0,0,1.0,1.0,1.0,1.0,0.9528669662678,0.9528669662678
48_2017-10-17_crr.txt,428672,428672,428672,428672,425828,425828,425726,425726,212446,212446,212446,212446,210887,210887,209869,209869,208555,208555,208555,208555,208554,208554,0,0,1.0,1.0,0.9951727702513667,0.9951727702513667,0.9933655568826516,0.9933655568826516
48_2017-10-18_crr.txt,234418,234418,234418,234418,211562,211562,211491,211491,211491,211491,211427,211427,1469,1469,1459,1459,1318,1318,1318,1318,1319,1319,0,0,1.0,1.0,0.9931926480599048,0.9931926480599048,0.9024989548584154,0.9024989548584154
48_2017-11-01_crr.txt,227067,227067,227067,227067,224365,224365,224274,224274,224274,224274,224213,224213,23548,23548,23528,23528,23251,23251,9675,9675,9675,9675,7,7,0.416111135004946,0.416111135004946,0.9991506709699336,0.9991506709699336,0.9881004285078854,0.9881004285078854
48_2017-11-07_crr.txt,263711,263711,263711,263711,237789,237789,237700,237700,237700,237700,237633,237633,231351,231351,231001,231001,226708,226708,170462,170462,170462,170462,4,4,0.7519011239126983,0.7519011239126983,0.9984871472351536,0.9984871472351536,0.901703000633269,0.901703000633269
48_2017-11-08_crr.txt,168686,168686,168686,168686,165367,165367,165338,165338,66788,66788,66788,66788,66081,66081,65590,65590,63383,63383,50165,50165,50165,50165,4,4,0.7914582774561002,0.7914582774561002,0.9925697250344274,0.9925697250344274,0.980324389694462,0.980324389694462
48_2017-11-14_crr.txt,528041,528041,528041,528041,524192,524192,524029,524029,524029,524029,523960,523960,440519,440519,439468,439468,431825,431825,359402,359402,359402,359402,6,6,0.8322862270595728,0.8322862270595728,0.997614177822069,0.997614177822069,0.9927107932906724,0.9927107932906724
48_2017-11-15_crr.txt,358966,358966,358966,358966,355607,355607,355558,355558,334169,334169,334169,334169,60036,60036,60016,60016,59204,59204,43608,43608,43608,43608,1,1,0.7365718532531585,0.7365718532531585,0.9996668665467386,0.9996668665467386,0.9906425678197937,0.9906425678197937
48_2017-12-05_crr.txt,298397,298397,298397,298397,294569,294569,294451,294451,294451,294451,294367,294367,198004,198004,197372,197372,193632,193632,167406,167406,167406,167406,10,10,0.864557511155181,0.864557511155181,0.9968081452899942,0.9968081452899942,0.9871714527961072,0.9871714527961072
48_2017-12-06_crr.txt,154094,154094,154094,154094,154094,154094,154037,154037,154037,154037,154018,154018,94467,94467,93946,93946,91095,91095,76005,76005,76005,76005,7,7,0.8343487567923596,0.8343487567923596,0.9944848465601744,0.9944848465601744,1.0,1.0
48_2017-12-06_crr_5840.txt,35289,35289,35289,35289,35289,35289,35271,35271,35271,35271,34060,34060,13,13,13,13,13,13,13,13,14,14,0,0,1.0,1.0,1.0,1.0,1.0,1.0
48_2017-12-11_crr.txt,318105,318105,318102,318102,318102,318102,317978,317978,317978,317978,316134,316134,33050,33050,33030,33030,32935,32935,14793,14793,14793,14793,2,2,0.4491574313040838,0.4491574313040838,0.999394856278366,0.999394856278366,0.9999905691516952,0.9999905691516952
48_2017-12-12_crr.txt,581512,581512,581512,581512,581512,581512,581361,581361,386176,386176,386176,386176,385316,385316,385232,385232,380525,380525,197896,197896,197896,197896,1,1,0.5200604428092767,0.5200604428092767,0.999781997114057,0.999781997114057,1.0,1.0
48_2017-12-13_crr.txt,399918,399918,399918,399918,397406,397406,397282,397282,19993,19993,19993,19993,19696,19696,19614,19614,18779,18779,14153,14153,14153,14153,1,1,0.7536610043133287,0.7536610043133287,0.9958367181153532,0.9958367181153532,0.9937187123360288,0.9937187123360288
48_2017-12-14_crr.txt,416811,416811,416811,416811,413737,413737,413623,413623,413623,413623,413147,413147,2129,2129,2129,2129,2129,2129,2129,2129,2130,2130,0,0,1.0,1.0,1.0,1.0,0.9926249547156863,0.9926249547156863
48_2017-12-20_crr.txt,558143,558143,558143,558143,554489,554489,554397,554397,469501,469501,469501,469501,465119,465119,462273,462273,453514,453514,426782,426782,426782,426782,5,5,0.9410558439210256,0.9410558439210256,0.9938811357953556,0.9938811357953556,0.993453290644154,0.993453290644154
48_2018-02-07_crr.txt,84634,84634,84634,84634,82554,82554,82502,82502,82502,82502,81969,81969,36063,36063,36043,36043,35904,35904,30824,30824,30824,30824,2,2,0.8585115864527629,0.8585115864527629,0.99944541496825,0.99944541496825,0.9754235886286836,0.9754235886286836
48_2018-02-08_crr.txt,299056,299056,299056,299056,299056,299056,298953,298953,19693,19693,19693,19693,19026,19026,18479,18479,17849,17849,14193,14193,14193,14193,2,2,0.7951705977925935,0.7951705977925935,0.971249868600862,0.971249868600862,1.0,1.0
48_2018-03-01_crr.txt,149148,149148,149148,149148,149148,149148,149110,149110,149110,149110,149071,149071,13,13,13,13,13,13,13,13,14,14,0,0,1.0,1.0,1.0,1.0,1.0,1.0
48_2018-03-06_crr.txt,179160,179160,179160,179160,179160,179160,179101,179101,179101,179101,176927,176927,166524,166524,166260,166260,164499,164499,126121,126121,126121,126121,4,4,0.7666976698946498,0.7666976698946498,0.9984146429343518,0.9984146429343518,1.0,1.0
48_2018-03-07_crr.txt,156373,156373,156373,156373,156373,156373,156348,156348,150073,150073,150073,150073,4354,4354,4344,4344,4344,4344,4344,4344,4344,4344,0,0,1.0,1.0,0.9977032613688562,0.9977032613688562,1.0,1.0
48_2018-03-13_crr.txt,296604,296604,296604,296604,293354,293354,293228,293228,293228,293228,293159,293159,2999,2999,2989,2989,2946,2946,2946,2946,2947,2947,0,0,1.0,1.0,0.9966655551850616,0.9966655551850616,0.9890426292295452,0.9890426292295452
48_2018-03-14_crr.txt,113604,113604,113604,113604,113604,113604,113557,113557,113557,113557,112486,112486,2527,2527,2507,2507,2120,2120,2120,2120,2121,2121,0,0,1.0,1.0,0.9920854768500198,0.9920854768500198,1.0,1.0
48_2018-03-14_crr_5874.txt,48678,48678,48678,48678,47647,47647,47627,47627,45320,45320,45320,45320,44943,44943,44923,44923,44071,44071,44071,44071,44071,44071,0,0,1.0,1.0,0.9995549918786018,0.9995549918786018,0.9788200008217264,0.9788200008217264
48_2018-04-03_crr.txt,126620,126620,126620,126620,124370,124370,124303,124303,124303,124303,124224,124224,17066,17066,17046,17046,16906,16906,16906,16906,16907,16907,0,0,1.0,1.0,0.9988280792218446,0.9988280792218446,0.9822302953719791,0.9822302953719791
48_2018-04-04_crr.txt,165499,165499,165499,165499,162014,162014,161975,161975,156087,156087,156087,156087,11239,11239,11219,11219,11090,11090,11090,11090,11090,11090,0,0,1.0,1.0,0.9982204822493104,0.9982204822493104,0.978942470951486,0.978942470951486
48_2018-04-10_crr.txt,166117,166117,166117,166117,166117,166117,166021,166021,166021,166021,162236,162236,6834,6834,6814,6814,6815,6815,6815,6815,6816,6816,0,0,1.0,1.0,0.9970734562481708,0.9970734562481708,1.0,1.0
48_2018-04-11_crr.txt,118433,118433,118433,118433,116330,116330,116281,116281,116281,116281,116262,116262,114,114,114,114,114,114,114,114,115,115,0,0,1.0,1.0,1.0,1.0,0.982243124804742,0.982243124804742
48_2018-04-17_crr.txt,159693,159693,159693,159693,157637,157637,157576,157576,157576,157576,157248,157248,21310,21310,21290,21290,21060,21060,7561,7561,7561,7561,2,2,0.3590218423551757,0.3590218423551757,0.999061473486626,0.999061473486626,0.987125296662972,0.987125296662972
48_2018-04-18_crr.txt,124197,124197,124197,124197,121586,121586,121553,121553,121553,121553,121513,121513,3073,3073,3053,3053,2364,2364,2364,2364,2365,2365,0,0,1.0,1.0,0.993491701919948,0.993491701919948,0.9789769479133956,0.9789769479133956
48_2018-04-18_crr_5891.txt,25124,25124,25124,25124,24815,24815,24805,24805,24805,24805,24805,24805,108,108,108,108,108,108,108,108,109,109,0,0,1.0,1.0,1.0,1.0,0.987701003024996,0.987701003024996
48_2018-05-02_crr.txt,139351,139351,139351,139351,136953,136953,136887,136887,136887,136887,135378,135378,22611,22611,22591,22591,22519,22519,12392,12392,12392,12392,3,3,0.5502908654913629,0.5502908654913629,0.9991154747689178,0.9991154747689178,0.982791655603476,0.982791655603476
48_2018-05-08_crr.txt,168993,168993,168993,168993,166940,166940,166854,166854,166854,166854,166811,166811,26923,26923,26903,26903,26535,26535,8009,8009,8009,8009,1,1,0.3018277746372715,0.3018277746372715,0.999257140734688,0.999257140734688,0.9878515678164184,0.9878515678164184
48_2018-05-09_crr.txt,227601,227601,227601,227601,224788,224788,224707,224707,202362,202362,202362,202362,11003,11003,10983,10983,10694,10694,6592,6592,6592,6592,1,1,0.616420422666916,0.616420422666916,0.9981823139143868,0.9981823139143868,0.9876406518424788,0.9876406518424788
48_2018-05-15_crr.txt,296022,296022,296022,296022,292755,292755,292658,292658,292658,292658,290413,290413,16677,16677,16657,16657,15089,15089,8531,8531,8531,8531,2,2,0.5653787527337796,0.5653787527337796,0.9988007435390058,0.9988007435390058,0.988963658106492,0.988963658106492
48_2018-05-16_crr.txt,163279,163279,163279,163279,163279,163279,163207,163207,163207,163207,159360,159360,12566,12566,12556,12556,12513,12513,1962,1962,1962,1962,1,1,0.1567969311915607,0.1567969311915607,0.9992042018144198,0.9992042018144198,1.0,1.0
48_2018-06-05_crr.txt,199838,199838,199838,199838,195847,195847,195770,195770,195770,195770,195702,195702,39112,39112,39092,39092,38959,38959,18741,18741,18741,18741,7,7,0.4810441746451397,0.4810441746451397,0.999488647985273,0.999488647985273,0.980028823346911,0.980028823346911
48_2018-06-05_crr_5907.txt,51509,51509,51509,51509,51509,51509,51468,51468,51468,51468,51360,51360,46695,46695,46675,46675,46296,46296,19252,19252,19252,19252,2,2,0.415845861413513,0.415845861413513,0.999571688617625,0.999571688617625,1.0,1.0
48_2018-06-06_crr.txt,114386,114386,114386,114386,110537,110537,110492,110492,110492,110492,110455,110455,1841,1841,1831,1831,1694,1694,1694,1694,1695,1695,0,0,1.0,1.0,0.9945681694731124,0.9945681694731124,0.9663507771930132,0.9663507771930132
48_2018-06-12_crr.txt,158317,158317,158317,158317,156148,156148,156051,156051,156051,156051,154802,154802,40180,40180,40170,40170,40098,40098,13921,13921,13921,13921,3,3,0.347174422664472,0.347174422664472,0.9997511199601792,0.9997511199601792,0.9862996393312152,0.9862996393312152
48_2018-06-13_crr.txt,136102,136102,136102,136102,133359,133359,133280,133280,133280,133280,132621,132621,76,76,76,76,76,76,76,76,77,77,0,0,1.0,1.0,1.0,1.0,0.9798459978545504,0.9798459978545504
48_2018-06-26_crr.txt,44219,44219,44219,44219,41406,41406,41399,41399,41399,41399,40129,40129,15930,15930,15910,15910,15332,15332,13562,13562,13562,13562,1,1,0.8845551787111923,0.8845551787111923,0.9987445072190836,0.9987445072190836,0.9363848119586604,0.9363848119586604
48_2018-07-03_crr.txt,177925,177925,177925,177925,175169,175169,175139,175139,175139,175139,174371,174371,18514,18514,18494,18494,17988,17988,8158,8158,8158,8158,1,1,0.4535245719368468,0.4535245719368468,0.9989197364156854,0.9989197364156854,0.9845103273851342,0.9845103273851342
48_2018-07-04_crr.txt,103502,103502,103502,103502,99738,99738,99717,99717,99717,99717,99679,99679,91946,91946,91429,91429,88935,88935,85357,85357,85357,85357,1,1,0.9597683701579806,0.9597683701579806,0.9943771344049768,0.9943771344049768,0.9636335529748218,0.9636335529748218
48_2018-07-10_crr.txt,133577,133577,133577,133577,99038,99038,99020,99020,99020,99020,98960,98960,11517,11517,11497,11497,11360,11360,9199,9199,9199,9199,1,1,0.8097711267605634,0.8097711267605634,0.998263436658852,0.998263436658852,0.7414300366080987,0.7414300366080987
48_2018-07-11_crr.txt,274438,274438,274438,274438,274438,274438,274384,274384,274384,274384,272547,272547,269487,269487,268498,268498,266192,266192,265797,265797,265797,265797,1,1,0.9985161086734388,0.9985161086734388,0.996330064158939,0.996330064158939,1.0,1.0
48_2018-07-11_crr_5923.txt,19366,19366,19366,19366,19366,19366,19361,19361,19361,19361,19290,19290,77,77,77,77,77,77,77,77,78,78,0,0,1.0,1.0,1.0,1.0,1.0,1.0
48_2018-07-17_crr.txt,195474,195474,195471,195471,195191,195191,195114,195114,195114,195114,195020,195020,8144,8144,8144,8144,8144,8144,8144,8144,8145,8145,0,0,1.0,1.0,1.0,1.0,0.9985522371261653,0.9985522371261653
48_2018-07-31_crr.txt,304409,304409,304409,304409,303296,303296,303238,303238,181685,181685,181685,181685,178752,178752,178285,178285,176037,176037,172751,172751,172751,172751,2,2,0.9813334696683084,0.9813334696683084,0.9973874418188328,0.9973874418188328,0.9963437349092832,0.9963437349092832
48_2018-08-01_crr.txt,321949,321949,321949,321949,321949,321949,321881,321881,321881,321881,321476,321476,5475,5475,5475,5475,5475,5475,5475,5475,5476,5476,0,0,1.0,1.0,1.0,1.0,1.0,1.0
48_2018-08-14_crr.txt,1059398,1059398,1059396,1059396,1031143,1031143,1030124,1030124,908304,908304,908304,908304,907702,907702,907501,907501,900996,900996,723671,723671,723671,723671,4,4,0.8031900252609334,0.8031900252609334,0.9997785616865448,0.9997785616865448,0.9733291926169392,0.9733291926169392
48_2018-08-15_crr.txt,511409,511409,511409,511409,451271,451271,451015,451015,390425,390425,390425,390425,385087,385087,380131,380131,373646,373646,373646,373646,373645,373645,0,0,1.0,1.0,0.987130180972092,0.987130180972092,0.8824072317851269,0.8824072317851269
48_2018-08-16_crr.txt,720650,720650,720650,720650,719571,719571,718432,718432,453833,453833,453833,453833,451884,451884,450897,450897,448102,448102,431824,431824,431824,431824,2,2,0.9636734493485858,0.9636734493485858,0.9978158111373716,0.9978158111373716,0.9985027405814196,0.9985027405814196
48_2018-08-16_crr_5939.txt,79214,79214,79214,79214,76864,76864,76854,76854,76854,76854,76819,76819,77,77,77,77,77,77,77,77,78,78,0,0,1.0,1.0,1.0,1.0,0.9703335269018104,0.9703335269018104
48_2018-09-04_crr.txt,191529,191529,191529,191529,187672,187672,187639,187639,187639,187639,187599,187599,37479,37479,37459,37459,37212,37212,19600,19600,19600,19600,4,4,0.526711813393529,0.526711813393529,0.999466367832653,0.999466367832653,0.979862057442998,0.979862057442998
48_2018-09-05_crr.txt,192041,192041,192041,192041,188804,188804,188779,188779,94554,94554,94554,94554,94057,94057,93928,93928,93012,93012,72495,72495,72495,72495,1,1,0.7794155592826733,0.7794155592826733,0.998628491234039,0.998628491234039,0.9831442244104124,0.9831442244104124
48_2018-09-11_crr.txt,229433,229433,229433,229433,225434,225434,225336,225336,225336,225336,225290,225290,39415,39415,39405,39405,39350,39350,6812,6812,6812,6812,2,2,0.1731130876747141,0.1731130876747141,0.9997462894836991,0.9997462894836991,0.982570074923834,0.982570074923834
48_2018-09-11_crr_5951.txt,39149,39149,39149,39149,38247,38247,38238,38238,38238,38238,38178,38178,142,142,142,142,142,142,142,142,143,143,0,0,1.0,1.0,1.0,1.0,0.9769598201742062,0.9769598201742062
48_2018-09-12_crr.txt,941286,941286,941286,941286,215182,215182,215181,215181,147653,147653,147653,147653,147324,147324,147234,147234,146810,146810,110290,110290,110290,110290,1,1,0.7512431033308358,0.7512431033308358,0.9993891015720452,0.9993891015720452,0.2286042711779416,0.2286042711779416
48_2018-09-18_crr.txt,326807,326807,326807,326807,321161,321161,321042,321042,321042,321042,321003,321003,91994,91994,91974,91974,91614,91614,91614,91614,91615,91615,0,0,1.0,1.0,0.9997825945170338,0.9997825945170338,0.982723748267326,0.982723748267326
48_2018-09-18_crr_5952.txt,17585,17585,17585,17585,16647,16647,16641,16641,16641,16641,16416,16416,13,13,13,13,13,13,13,13,14,14,0,0,1.0,1.0,1.0,1.0,0.946659084446972,0.946659084446972
48_2018-09-19_crr.txt,739524,739524,739524,739524,736636,736636,736433,736433,514878,514878,514878,514878,512607,512607,512249,512249,506141,506141,476494,476494,476494,476494,1,1,0.9414254130765932,0.9414254130765932,0.9993016092250008,0.9993016092250008,0.9960947852943244,0.9960947852943244
48_2018-10-02_crr.txt,350257,350257,350254,350254,340302,340302,340191,340191,340191,340191,338447,338447,333050,333050,332373,332373,328688,328688,255184,255184,255184,255184,7,7,0.7763715134108943,0.7763715134108943,0.9979672721813542,0.9979672721813542,0.9715780127163768,0.9715780127163768
48_2018-10-03_crr.txt,530076,530076,530076,530076,526206,526206,526102,526102,232054,232054,232054,232054,232006,232006,232006,232006,231988,231988,155569,155569,155569,155569,2,2,0.670590720209666,0.670590720209666,1.0,1.0,0.9926991601204356,0.9926991601204356
48_2018-10-09_crr.txt,233927,233927,233927,233927,231703,231703,231625,231625,175609,175609,175609,175609,174789,174789,174223,174223,171187,171187,151555,151555,151554,151554,1,1,0.8853183945042555,0.8853183945042555,0.9967618099537155,0.9967618099537155,0.9904927605620556,0.9904927605620556
