,len_01_norm_unicode,len_01_norm_unicode,len_02_dehyphen,len_02_dehyphen,len_03_strip_summary,len_03_strip_summary,len_04_smart_join,len_04_smart_join,len_05_cut_from_od,len_05_cut_from_od,len_06_norm_orden_dia,len_06_norm_orden_dia,len_07_strip_roster_stage,len_07_strip_roster_stage,len_08_strip_procedural,len_08_strip_procedural,len_09_postfix,len_09_postfix,len_10_after_legal_cut,len_10_after_legal_cut,len_11_final,len_11_final,n_legal_blocks,n_legal_blocks,ratio_after_legal,ratio_after_legal,ratio_after_procedural,ratio_after_procedural,ratio_after_summary,ratio_after_summary
run_label,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev,curr,prev
file_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47_2013-07-03_crr.txt,259151,259151,259151,259151,255693,255693,255631,255631,177446,177446,177446,177446,176220,176220,175610,175610,172813,172813,151327,151327,151327,151327,2,2,0.8756690758218421,0.8756690758218421,0.9965384178867324,0.9965384178867324,0.9866564281056218,0.9866564281056218
47_2013-07-03_crr_3839.txt,14065,14065,14065,14065,14065,14065,14065,14065,3191,3191,3191,3191,3171,3171,3112,3112,2938,2938,2219,2219,2219,2219,1,1,0.7552756977535738,0.7552756977535738,0.9813938820561338,0.9813938820561338,1.0,1.0
47_2013-07-08_crr.txt,42829,42829,42829,42829,42829,42829,42810,42810,42810,42810,42810,42810,356,356,356,356,356,356,356,356,357,357,0,0,1.0,1.0,1.0,1.0,1.0,1.0
47_2013-07-09_crr.txt,164804,164804,164804,164804,163629,163629,163568,163568,33642,33642,33642,33642,33023,33023,32884,32884,32274,32274,32274,32274,32274,32274,0,0,1.0,1.0,0.9957908124640402,0.9957908124640402,0.9928703186815854,0.9928703186815854
47_2013-07-10_crr.txt,140791,140791,140791,140791,135404,135404,135328,135328,72216,72216,72216,72216,70676,70676,70378,70378,69291,69291,50514,50514,50514,50514,5,5,0.7290124258561718,0.7290124258561718,0.9957835757541456,0.9957835757541456,0.9617376110688892,0.9617376110688892
47_2013-07-24_crr.txt,76682,76682,76682,76682,74630,74630,74594,74594,74594,74594,73406,73406,11612,11612,11602,11602,11558,11558,9223,9223,9223,9223,1,1,0.7979754282747881,0.7979754282747881,0.9991388219083708,0.9991388219083708,0.9732401345817792,0.9732401345817792
47_2013-07-30_crr.txt,78235,78235,78235,78235,76410,76410,76350,76350,64082,64082,64082,64082,9525,9525,9515,9515,9471,9471,3493,3493,3493,3493,3,3,0.368810051736881,0.368810051736881,0.9989501312335958,0.9989501312335958,0.9766728446347542,0.9766728446347542
47_2013-07-31_crr.txt,701722,701722,701720,701720,701720,701720,701566,701566,595023,595023,595023,595023,588837,588837,587772,587772,581234,581234,477634,477634,477634,477634,9,9,0.8217585344284746,0.8217585344284746,0.9981913500680154,0.9981913500680154,0.9999971498684664,0.9999971498684664
47_2013-08-01_crr.txt,701722,701722,701720,701720,701720,701720,701566,701566,595023,595023,595023,595023,588837,588837,587772,587772,581234,581234,477634,477634,477634,477634,9,9,0.8217585344284746,0.8217585344284746,0.9981913500680154,0.9981913500680154,0.9999971498684664,0.9999971498684664
47_2013-08-08_crr.txt,413111,413111,413111,413111,265332,265332,265281,265281,265281,265281,265281,265281,60804,60804,60784,60784,60614,60614,8107,8107,8107,8107,4,4,0.133747979014749,0.133747979014749,0.9996710742714296,0.9996710742714296,0.6422777413334431,0.6422777413334431
47_2013-08-13_crr.txt,1511163,1511163,1511163,1511163,1296252,1296252,1294977,1294977,1252037,1252037,1252037,1252037,1250630,1250630,1250456,1250456,1245617,1245617,1165787,1165787,1165787,1165787,5,5,0.9359112793097718,0.9359112793097718,0.9998608701214587,0.9998608701214587,0.8577843687279267,0.8577843687279267
47_2013-08-14_crr.txt,562713,562713,562713,562713,394485,394485,394327,394327,368241,368241,368241,368241,362554,362554,358298,358298,352087,352087,352087,352087,352087,352087,0,0,1.0,1.0,0.9882610590422392,0.9882610590422392,0.7010412057300969,0.7010412057300969
47_2013-08-15_crr.txt,607792,607792,607789,607789,605761,605761,605277,605277,311014,311014,311014,311014,310224,310224,309369,309369,308566,308566,308566,308566,308566,308566,0,0,1.0,1.0,0.9972439269689,0.9972439269689,0.9966583962934688,0.9966583962934688
47_2013-08-20_crr.txt,229165,229165,229165,229165,225505,225505,225447,225447,215765,215765,215765,215765,212965,212965,211161,211161,207690,207690,186150,186150,186150,186150,6,6,0.8962877365304059,0.8962877365304059,0.9915291245040264,0.9915291245040264,0.98402897475618,0.98402897475618
47_2013-09-03_crr.txt,320309,320309,320309,320309,320309,320309,320249,320249,69612,69612,69612,69612,69284,69284,69220,69220,68524,68524,67617,67617,67617,67617,1,1,0.9867637616017746,0.9867637616017746,0.9990762658045148,0.9990762658045148,1.0,1.0
47_2013-09-04_crr.txt,122834,122834,122834,122834,120460,120460,120390,120390,120390,120390,120390,120390,15634,15634,15614,15614,15519,15519,15519,15519,15520,15520,0,0,1.0,1.0,0.9987207368555712,0.9987207368555712,0.9806731035381084,0.9806731035381084
47_2013-09-10_crr.txt,94847,94847,94847,94847,90744,90744,90706,90706,4903,4903,4903,4903,4791,4791,4711,4711,4426,4426,3751,3751,3751,3751,1,1,0.8474920921825576,0.8474920921825576,0.9833020246295135,0.9833020246295135,0.9567408563265049,0.9567408563265049
47_2013-09-11_crr.txt,138575,138575,138575,138575,138575,138575,138521,138521,138521,138521,138521,138521,2295,2295,2275,2275,2154,2154,2154,2154,2154,2154,0,0,1.0,1.0,0.9912854030501088,0.9912854030501088,1.0,1.0
47_2013-09-17_crr.txt,230663,230663,230663,230663,229559,229559,229477,229477,229477,229477,229477,229477,32323,32323,32303,32303,31219,31219,10824,10824,10824,10824,5,5,0.3467119382427368,0.3467119382427368,0.9993812455527024,0.9993812455527024,0.9952137967511044,0.9952137967511044
47_2013-09-18_crr.txt,793229,793229,793229,793229,751823,751823,752650,752650,561150,561150,561150,561150,560433,560433,560140,560140,559219,559219,520424,520424,520424,520424,7,7,0.9306264629778316,0.9306264629778316,0.9994771899584786,0.9994771899584786,0.9478006981590436,0.9478006981590436
47_2013-10-01_crr.txt,426578,426578,426578,426578,423892,423892,423793,423793,259943,259943,259943,259943,257368,257368,256583,256583,252933,252933,180568,180568,180568,180568,2,2,0.7138965654936288,0.7138965654936288,0.9969498927605608,0.9969498927605608,0.993703378983445,0.993703378983445
47_2013-10-02_crr.txt,191341,191341,191341,191341,188611,188611,188545,188545,186256,186256,186256,186256,66385,66385,66246,66246,63608,63608,45605,45605,45605,45605,3,3,0.7169695635769086,0.7169695635769086,0.9979061534985312,0.9979061534985312,0.9857322790201788,0.9857322790201788
47_2013-10-08_crr.txt,88889,88889,88889,88889,85596,85596,85559,85559,85559,85559,85559,85559,80148,80148,79882,79882,79227,79227,77088,77088,77088,77088,2,2,0.9730016282327996,0.9730016282327996,0.9966811398912012,0.9966811398912012,0.9629537963077546,0.9629537963077546
47_2013-10-08_crr_3876.txt,37887,37887,37887,37887,37316,37316,37305,37305,37305,37305,37158,37158,33479,33479,33469,33469,32540,32540,32540,32540,32540,32540,0,0,1.0,1.0,0.9997013052958572,0.9997013052958572,0.9849288674215432,0.9849288674215432
47_2013-10-09_crr.txt,241548,241548,241548,241548,235394,235394,235347,235347,139034,139034,139034,139034,138229,138229,137943,137943,136178,136178,134389,134389,134389,134389,2,2,0.9868627825346238,0.9868627825346238,0.9979309696228722,0.9979309696228722,0.974522662162386,0.974522662162386
47_2013-10-15_crr.txt,178345,178345,178345,178345,173306,173306,173223,173223,126764,126764,126764,126764,125629,125629,125321,125321,123725,123725,85086,85086,85086,85086,7,7,0.6877025661749848,0.6877025661749848,0.9975483367693764,0.9975483367693764,0.9717457736409768,0.9717457736409768
47_2013-10-16_crr.txt,176834,176834,176834,176834,173605,173605,173510,173510,169047,169047,169047,169047,167792,167792,166959,166959,161879,161879,71956,71956,71956,71956,5,5,0.4445048462122943,0.4445048462122943,0.9950355201678268,0.9950355201678268,0.9817399368899646,0.9817399368899646
47_2013-10-16_crr_3887.txt,624739,624739,624736,624736,16097,16097,16095,16095,16095,16095,16095,16095,1412,1412,1392,1392,840,840,840,840,840,840,0,0,1.0,1.0,0.9858356940509916,0.9858356940509916,0.0257659598648395,0.0257659598648395
47_2013-10-22_crr.txt,157489,157489,157489,157489,154705,154705,154652,154652,107841,107841,107841,107841,105818,105818,105408,105408,104058,104058,84993,84993,84993,84993,5,5,0.8167848699763594,0.8167848699763594,0.9961254228959155,0.9961254228959155,0.9823225749099938,0.9823225749099938
47_2013-10-23_crr.txt,230036,230036,230036,230036,227520,227520,227458,227458,227458,227458,227458,227458,221795,221795,221131,221131,216363,216363,145345,145345,145345,145345,5,5,0.6717645808201957,0.6717645808201957,0.997006244505061,0.997006244505061,0.9890625815089812,0.9890625815089812
47_2013-11-05_crr.txt,742589,742589,742589,742589,739242,739242,738636,738636,634524,634524,634524,634524,633511,633511,632925,632925,631031,631031,576555,576555,576555,576555,7,7,0.9136714361101118,0.9136714361101118,0.9990749963299768,0.9990749963299768,0.9954927961496872,0.9954927961496872
47_2013-11-06_crr.txt,340448,340448,340448,340448,336623,336623,336553,336553,319633,319633,319633,319633,317074,317074,316149,316149,313177,313177,296133,296133,296133,296133,3,3,0.9455771017667326,0.9455771017667326,0.997082699937554,0.997082699937554,0.9887648040229344,0.9887648040229344
47_2013-11-08_crr.txt,39036,39036,39036,39036,39036,39036,39009,39009,39009,39009,37339,37339,33909,33909,33536,33536,33222,33222,29832,29832,29832,29832,1,1,0.8979591836734694,0.8979591836734694,0.9889999705093044,0.9889999705093044,1.0,1.0
47_2013-11-12_crr.txt,185020,185020,185017,185017,184443,184443,184370,184370,184370,184370,184370,184370,1014,1014,994,994,922,922,922,922,923,923,0,0,1.0,1.0,0.980276134122288,0.980276134122288,0.9968814182250568,0.9968814182250568
47_2013-11-13_crr.txt,278748,278748,278748,278748,273197,273197,273120,273120,273120,273120,272833,272833,43,43,43,43,43,43,43,43,44,44,0,0,1.0,1.0,1.0,1.0,0.9800859557736736,0.9800859557736736
47_2013-12-03_crr.txt,188298,188298,188298,188298,188168,188168,188106,188106,150678,150678,150678,150678,3595,3595,3575,3575,3405,3405,3405,3405,3405,3405,0,0,1.0,1.0,0.9944367176634216,0.9944367176634216,0.9993096049878384,0.9993096049878384
47_2013-12-04_crr.txt,210853,210853,210853,210853,207635,207635,207562,207562,207562,207562,207562,207562,134,134,134,134,134,134,134,134,135,135,0,0,1.0,1.0,1.0,1.0,0.9847381825252663,0.9847381825252663
47_2013-12-10_crr.txt,979544,979544,979541,979541,977121,977121,976942,976942,653792,653792,653792,653792,650305,650305,648065,648065,644151,644151,595447,595447,595447,595447,2,2,0.924390399145542,0.924390399145542,0.9965554624368566,0.9965554624368566,0.997526400039202,0.997526400039202
47_2013-12-11_crr.txt,290476,290476,290476,290476,270119,270119,270077,270077,270077,270077,270077,270077,262889,262889,262368,262368,260590,260590,237641,237641,237640,237640,5,5,0.911934456425803,0.911934456425803,0.9980181749711856,0.9980181749711856,0.929918478635068,0.929918478635068
47_2013-12-11_crr_5273.txt,8435,8435,8435,8435,7857,7857,7853,7853,7853,7853,7853,7853,55,55,55,55,55,55,55,55,56,56,0,0,1.0,1.0,1.0,1.0,0.9314759928867812,0.9314759928867812
47_2013-12-18_crr.txt,258951,258951,258951,258951,257950,257950,257865,257865,148827,148827,148827,148827,147082,147082,146594,146594,144386,144386,130551,130551,130551,130551,3,3,0.9041804607094872,0.9041804607094872,0.9966821228974314,0.9966821228974314,0.9961344038061256,0.9961344038061256
47_2013-12-27_crr.txt,2520,2520,2520,2520,2520,2520,2518,2518,2518,2518,2205,2205,13,13,13,13,13,13,13,13,14,14,0,0,1.0,1.0,1.0,1.0,1.0,1.0
47_2014-02-10_crr.txt,82453,82453,82453,82453,79671,79671,79619,79619,79619,79619,79076,79076,9207,9207,9187,9187,9087,9087,6581,6581,6581,6581,1,1,0.7242214152085397,0.7242214152085397,0.9978277397632236,0.9978277397632236,0.9662595660558136,0.9662595660558136
47_2014-02-28_crr.txt,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0
47_2014-03-01_crr.txt,125270,125270,125270,125270,124206,124206,124146,124146,124146,124146,124146,124146,215,215,215,215,215,215,215,215,216,216,0,0,1.0,1.0,1.0,1.0,0.9915063462920092,0.9915063462920092
47_2014-03-11_crr.txt,625070,625070,625070,625070,622671,622671,622513,622513,592922,592922,592922,592922,506689,506689,506121,506121,502710,502710,287018,287018,287018,287018,6,6,0.570941497085795,0.570941497085795,0.998878996781063,0.998878996781063,0.9961620298526564,0.9961620298526564
47_2014-03-12_crr.txt,88628,88628,88628,88628,85645,85645,85615,85615,85615,85615,85615,85615,80457,80457,80254,80254,79131,79131,79131,79131,79132,79132,0,0,1.0,1.0,0.9974769131337236,0.9974769131337236,0.9663424651351716,0.9663424651351716
47_2014-03-18_crr.txt,146036,146036,146036,146036,139661,139661,139585,139585,139585,139585,139585,139585,6686,6686,6676,6676,6632,6632,6632,6632,6633,6633,0,0,1.0,1.0,0.9985043374214776,0.9985043374214776,0.9563463803445724,0.9563463803445724
47_2014-03-19_crr.txt,135951,135951,135951,135951,134496,134496,134450,134450,134450,134450,134284,134284,13,13,13,13,13,13,13,13,14,14,0,0,1.0,1.0,1.0,1.0,0.9892976145817244,0.9892976145817244
47_2014-04-01_crr.txt,164304,164304,164304,164304,164304,164304,164256,164256,164256,164256,164256,164256,18529,18529,18509,18509,18437,18437,9222,9222,9222,9222,5,5,0.5001898356565602,0.5001898356565602,0.9989206109342113,0.9989206109342113,1.0,1.0
47_2014-04-02_crr.txt,140405,140405,140405,140405,139359,139359,139316,139316,139316,139316,139316,139316,134429,134429,133933,133933,132308,132308,127973,127973,127973,127973,2,2,0.9672355413126946,0.9672355413126946,0.9963103199458452,0.9963103199458452,0.9925501228588726,0.9925501228588726
47_2014-04-08_crr.txt,140106,140106,140106,140106,137235,137235,137161,137161,137161,137161,137161,137161,12781,12781,12761,12761,12761,12761,4722,4722,4722,4722,1,1,0.370033696418776,0.370033696418776,0.9984351772161802,0.9984351772161802,0.9795083722324526,0.9795083722324526
47_2014-04-09_crr.txt,118205,118205,118205,118205,115151,115151,115100,115100,115100,115100,115100,115100,110926,110926,110505,110505,109252,109252,98500,98500,98500,98500,3,3,0.9015853256690952,0.9015853256690952,0.9962046769918684,0.9962046769918684,0.9741635294615288,0.9741635294615288
47_2014-05-06_crr.txt,96944,96944,96944,96944,93573,93573,93539,93539,93539,93539,93539,93539,9639,9639,9629,9629,9630,9630,9630,9630,9631,9631,0,0,1.0,1.0,0.9989625479821558,0.9989625479821558,0.965227347747153,0.965227347747153
47_2014-05-07_crr.txt,123570,123570,123567,123567,117800,117800,117763,117763,18907,18907,18907,18907,18567,18567,18479,18479,17140,17140,11086,11086,11086,11086,2,2,0.6467911318553092,0.6467911318553092,0.9952604082511984,0.9952604082511984,0.9533058185643764,0.9533058185643764
47_2014-05-13_crr.txt,163072,163072,163072,163072,157655,157655,157574,157574,92891,92891,92891,92891,91695,91695,91071,91071,89527,89527,58332,58332,58332,58332,10,10,0.6515576306589074,0.6515576306589074,0.9931948306886962,0.9931948306886962,0.9667815443485086,0.9667815443485086
47_2014-06-03_crr.txt,257876,257876,257876,257876,253743,253743,253733,253733,196483,196483,196483,196483,194975,194975,193956,193956,192479,192479,131706,131706,131706,131706,7,7,0.6842616597135271,0.6842616597135271,0.9947736889344788,0.9947736889344788,0.9839729172160264,0.9839729172160264
47_2014-06-04_crr.txt,46028,46028,46028,46028,46028,46028,46006,46006,46006,46006,46006,46006,891,891,871,871,776,776,776,776,777,777,0,0,1.0,1.0,0.9775533108866442,0.9775533108866442,1.0,1.0
47_2014-06-10_crr.txt,123316,123316,123316,123316,119544,119544,119494,119494,116441,116441,116441,116441,13439,13439,13429,13429,13290,13290,10066,10066,10066,10066,1,1,0.7574115876598947,0.7574115876598947,0.999255897016147,0.999255897016147,0.9694119173505464,0.9694119173505464
47_2014-06-11_crr.txt,25980,25980,25980,25980,24763,24763,24749,24749,24749,24749,24749,24749,109,109,109,109,109,109,109,109,110,110,0,0,1.0,1.0,1.0,1.0,0.9531562740569668,0.9531562740569668
47_2014-06-18_crr.txt,90420,90420,90420,90420,90420,90420,90386,90386,90386,90386,88471,88471,82336,82336,82096,82096,81265,81265,66239,66239,66239,66239,1,1,0.8150987509998154,0.8150987509998154,0.997085114652157,0.997085114652157,1.0,1.0
47_2014-07-01_crr.txt,174743,174743,174743,174743,171613,171613,171541,171541,171541,171541,171541,171541,14688,14688,14678,14678,14603,14603,8191,8191,8191,8191,4,4,0.5609121413408203,0.5609121413408203,0.9993191721132898,0.9993191721132898,0.9820879806344174,0.9820879806344174
47_2014-07-02_crr.txt,146985,146985,146985,146985,145116,145116,145060,145060,145060,145060,145060,145060,14291,14291,14271,14271,13760,13760,1677,1677,1677,1677,2,2,0.121875,0.121875,0.9986005178084107,0.9986005178084107,0.987284416777222,0.987284416777222
47_2014-07-08_crr.txt,162124,162124,162124,162124,159038,159038,158964,158964,158964,158964,158964,158964,8879,8879,8859,8859,8471,8471,6631,6631,6631,6631,1,1,0.7827883366780781,0.7827883366780781,0.997747494087172,0.997747494087172,0.9809651871407072,0.9809651871407072
47_2014-07-09_crr.txt,256093,256093,256093,256093,220776,220776,220693,220693,220693,220693,220693,220693,27426,27426,27416,27416,27257,27257,3701,3701,3701,3701,4,4,0.1357816340756503,0.1357816340756503,0.9996353824837744,0.9996353824837744,0.8620930677527304,0.8620930677527304
47_2014-07-15_crr.txt,103055,103055,103055,103055,101416,101416,101344,101344,101344,101344,101344,101344,36705,36705,36685,36685,35671,35671,4383,4383,4383,4383,1,1,0.1228729219814415,0.1228729219814415,0.9994551151069336,0.9994551151069336,0.9840958711367715,0.9840958711367715
47_2014-07-16_crr.txt,370848,370848,370848,370848,367617,367617,367523,367523,367523,367523,367523,367523,93,93,93,93,93,93,93,93,94,94,0,0,1.0,1.0,1.0,1.0,0.991287535594098,0.991287535594098
47_2014-08-05_crr.txt,419245,419245,419245,419245,417197,417197,417077,417077,373902,373902,373902,373902,372743,372743,372366,372366,369488,369488,215238,215238,215238,215238,6,6,0.5825304204737366,0.5825304204737366,0.9989885792623872,0.9989885792623872,0.9951150282054646,0.9951150282054646
47_2014-08-06_crr.txt,198763,198763,198763,198763,196455,196455,196409,196409,122805,122805,122805,122805,120741,120741,120094,120094,117650,117650,102860,102860,102860,102860,6,6,0.8742881427964301,0.8742881427964301,0.9946414225490928,0.9946414225490928,0.9883881808988596,0.9883881808988596
47_2014-08-12_crr.txt,17572,17572,17572,17572,17572,17572,17569,17569,17569,17569,17543,17543,11106,11106,11086,11086,10853,10853,5764,5764,5764,5764,3,3,0.5310973924260574,0.5310973924260574,0.9981991716189448,0.9981991716189448,1.0,1.0
47_2014-08-13_crr.txt,394206,394206,394206,394206,323146,323146,322972,322972,26118,26118,26118,26118,25999,25999,25910,25910,25616,25616,20053,20053,20053,20053,3,3,0.7828310430980637,0.7828310430980637,0.9965767914150544,0.9965767914150544,0.8197389182305698,0.8197389182305698
47_2014-09-01_crr.txt,29493,29493,29493,29493,29493,29493,29479,29479,29479,29479,28994,28994,589,589,589,589,589,589,589,589,590,590,0,0,1.0,1.0,1.0,1.0,1.0,1.0
47_2014-09-02_crr.txt,147543,147543,147543,147543,143373,143373,143283,143283,143283,143283,143283,143283,17203,17203,17183,17183,16500,16500,14060,14060,14060,14060,2,2,0.8521212121212122,0.8521212121212122,0.9988374120792884,0.9988374120792884,0.9717370529269432,0.9717370529269432
47_2014-09-03_crr.txt,240459,240459,240459,240459,235139,235139,235073,235073,235073,235073,235073,235073,4012,4012,3992,3992,3336,3336,3336,3336,3337,3337,0,0,1.0,1.0,0.9950149551345964,0.9950149551345964,0.9778756461600522,0.9778756461600522
47_2014-09-09_crr.txt,340894,340894,340894,340894,340894,340894,340799,340799,340799,340799,340799,340799,3709,3709,3689,3689,3108,3108,3108,3108,3109,3109,0,0,1.0,1.0,0.994607710973308,0.994607710973308,1.0,1.0
47_2014-09-10_crr.txt,681609,681609,681609,681609,644363,644363,644785,644785,317019,317019,317019,317019,315124,315124,314340,314340,311278,311278,222183,222183,222183,222183,10,10,0.7137767526134196,0.7137767526134196,0.9975120904786688,0.9975120904786688,0.945355768483104,0.945355768483104
47_2014-09-10_crr_5369.txt,25057,25057,25057,25057,25019,25057,25019,25052,25019,25052,25019,25052,25019,21145,25019,20994,25019,20931,25019,5434,25019,5434,0,3,1.0,0.2596149252305193,1.0,0.9928588318751478,1.0,1.0
47_2014-09-15_crr.txt,61124,61124,61124,61124,61124,61124,61104,61104,61104,61104,61104,61104,17185,17185,17164,17164,17092,17092,4242,4242,4242,4242,2,2,0.2481862859817458,0.2481862859817458,0.9987780040733196,0.9987780040733196,1.0,1.0
47_2014-09-16_crr.txt,345526,345526,345526,345526,294943,294943,294852,294852,202186,202186,202186,202186,200569,200569,199722,199722,198310,198310,109808,109808,109808,109808,7,7,0.5537189249155363,0.5537189249155363,0.995777014394049,0.995777014394049,0.8536058067989095,0.8536058067989095
47_2014-11-12_crr.txt,96235,96235,96235,96235,94614,94614,94551,94551,55275,55275,55275,55275,11208,11208,11198,11198,10924,10924,9804,9804,9804,9804,1,1,0.8974734529476383,0.8974734529476383,0.9991077801570308,0.9991077801570308,0.9831558164908816,0.9831558164908816
47_2014-12-10_crr.txt,272046,272046,272046,272046,272046,272046,271987,271987,267154,267154,266215,266215,264700,264700,264534,264534,263240,263240,263240,263240,263240,263240,0,0,1.0,1.0,0.9993728749527768,0.9993728749527768,1.0,1.0
47_2014-12-17_crr.txt,155021,155021,155021,155021,151560,151560,151492,151492,147834,147834,147834,147834,3555,3555,3545,3545,3254,3254,3254,3254,3254,3254,0,0,1.0,1.0,0.9971870604781996,0.9971870604781996,0.9776739925558472,0.9776739925558472
47_2014-12-22_crr.txt,857368,857368,857365,857365,639211,639211,639073,639073,434296,434296,434296,434296,432619,432619,432046,432046,427238,427238,322177,322177,322177,322177,3,3,0.7540925666724402,0.7540925666724402,0.9986755089351138,0.9986755089351138,0.7455503354452231,0.7455503354452231
47_2014-12-29_crr.txt,74814,74814,74814,74814,71429,71429,71392,71392,71392,71392,70733,70733,64524,64524,64021,64021,60724,60724,56434,56434,56434,56434,3,3,0.9293524800737764,0.9293524800737764,0.9922044510569712,0.9922044510569712,0.9547544577218168,0.9547544577218168
47_2014-12-29_crr_6883.txt,74814,74814,74814,74814,71429,71429,71392,71392,71392,71392,70733,70733,64524,64524,64021,64021,60724,60724,56434,56434,56434,56434,3,3,0.9293524800737764,0.9293524800737764,0.9922044510569712,0.9922044510569712,0.9547544577218168,0.9547544577218168
47_2015-02-09_crr.txt,49668,49668,49668,49668,47740,47740,47713,47713,47713,47713,46924,46924,8945,8945,8935,8935,8648,8648,8648,8648,8649,8649,0,0,1.0,1.0,0.9988820570150924,0.9988820570150924,0.9611822501409358,0.9611822501409358
47_2015-02-10_crr.txt,163670,163670,163670,163670,161226,161226,161186,161186,161186,161186,160301,160301,42,42,42,42,42,42,42,42,43,43,0,0,1.0,1.0,1.0,1.0,0.9850675138999204,0.9850675138999204
47_2015-02-13_crr.txt,35227,35227,35227,35227,33659,35227,33659,33751,33659,33751,33659,33751,33659,33751,33659,33751,33659,33751,33659,33751,33659,33752,0,0,1.0,1.0,1.0,1.0,1.0,1.0
48_2016-11-17_crr.txt,428347,428347,428347,428347,424719,424719,424628,424628,406339,406339,406339,406339,403299,403299,401396,401396,395894,395894,219645,219645,219645,219645,5,5,0.5548076000141452,0.5548076000141452,0.9952814165172738,0.9952814165172738,0.9915302313311404,0.9915302313311404
48_2016-11-24_crr.txt,206303,206303,206303,206303,206303,206303,206221,206221,206221,206221,202756,202756,25120,25120,25099,25099,25007,25007,10093,10093,10093,10093,4,4,0.403606990042788,0.403606990042788,0.9991640127388536,0.9991640127388536,1.0,1.0
48_2016-12-06_crr.txt,260607,260607,260607,260607,205845,205845,205746,205746,205746,205746,205746,205746,196125,196125,195705,195705,193664,193664,114458,114458,114458,114458,8,8,0.5910133013879709,0.5910133013879709,0.9978585086042066,0.9978585086042066,0.7898675016404011,0.7898675016404011
48_2016-12-07_crr.txt,409681,409681,409681,409681,409681,409681,409563,409563,409563,409563,409563,409563,405408,405408,404814,404814,399402,399402,196168,196168,196168,196168,11,11,0.4911542756420849,0.4911542756420849,0.99853480937722,0.99853480937722,1.0,1.0
48_2016-12-07_crr_5697.txt,51547,51547,51547,51547,50861,50861,50842,50842,50842,50842,50812,50812,210,210,210,210,210,210,210,210,211,211,0,0,1.0,1.0,1.0,1.0,0.986691757037267,0.986691757037267
48_2016-12-13_crr.txt,508426,508426,508426,508426,410016,410016,409868,409868,409868,409868,409868,409868,350946,350946,350056,350056,345934,345934,221486,221486,221486,221486,17,17,0.6402550775581469,0.6402550775581469,0.9974639973101276,0.9974639973101276,0.8064418420773131,0.8064418420773131
48_2016-12-14_crr.txt,249690,249690,249690,249690,247281,247281,247178,247178,247178,247178,246705,246705,3876,3876,3856,3856,3784,3784,3784,3784,3785,3785,0,0,1.0,1.0,0.9948400412796696,0.9948400412796696,0.9903520365252914,0.9903520365252914
48_2016-12-28_crr.txt,319660,319660,319660,319660,196105,196105,196066,196066,196066,196066,195054,195054,190828,190828,190245,190245,187544,187544,143011,143011,143011,143011,3,3,0.7625463891140213,0.7625463891140213,0.9969448927830298,0.9969448927830298,0.6134799474441595,0.6134799474441595
48_2016-12-28_crr_5706.txt,106721,106721,106721,106721,104947,104947,104922,104922,104922,104922,104248,104248,81478,81478,81458,81458,81431,81431,62331,62331,62331,62331,4,4,0.7654455919735728,0.7654455919735728,0.999754534966494,0.999754534966494,0.9833772172299736,0.9833772172299736
48_2017-02-15_crr.txt,580900,580900,580900,580900,458472,458472,458360,458360,185885,185885,185885,185885,184757,184757,183770,183770,178275,178275,178275,178275,178275,178275,0,0,1.0,1.0,0.9946578478758584,0.9946578478758584,0.789244276123257,0.789244276123257
48_2017-03-01_crr.txt,128923,128923,128923,128923,128923,128923,128896,128896,128896,128896,128896,128896,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,0,0,1.0,1.0,1.0,1.0,1.0,1.0
48_2017-03-07_crr.txt,300357,300357,300357,300357,295823,295823,295715,295715,255907,255907,255907,255907,6263,6263,6243,6243,5864,5864,3166,3166,3166,3166,1,1,0.5399045020463847,0.5399045020463847,0.9968066421842569,0.9968066421842569,0.98490463015678,0.98490463015678
48_2017-03-08_crr.txt,155814,155814,155814,155814,155814,155814,155762,155762,155762,155762,154337,154337,13,13,13,13,13,13,13,13,14,14,0,0,1.0,1.0,1.0,1.0,1.0,1.0
48_2017-03-14_crr.txt,111163,111163,111163,111163,107692,107692,107643,107643,107643,107643,107643,107643,10242,10242,10222,10222,10052,10052,3268,3268,3268,3268,3,3,0.3251094309590131,0.3251094309590131,0.9980472563952352,0.9980472563952352,0.9687755818032978,0.9687755818032978
48_2017-03-15_crr.txt,87852,87852,87852,87852,83800,83800,83755,83755,83755,83755,83755,83755,23579,23579,23559,23559,23238,23238,21218,21218,21218,21218,1,1,0.9130734142353042,0.9130734142353042,0.9991517876076168,0.9991517876076168,0.9538769749123526,0.9538769749123526
48_2017-03-28_crr.txt,673209,673209,673209,673209,673209,673209,673034,673034,372087,372087,372087,372087,369283,369283,368445,368445,362369,362369,362369,362369,362369,362369,0,0,1.0,1.0,0.9977307376727332,0.9977307376727332,1.0,1.0
